id,URL,Rank,Title,World_Gross,Domestic_Gross,Domestic_Percentage,Foreign_Gross,Foreign_Percentage,Year,domestic_opening_gross,rating,foreign_market_count,genres,distributor,director,actor_1,actor_2,IMDB_link
0114148,/title/tt0114148/?ref_=bo_cso_table_5,406,Pocahontas,"$346,079,773","$141,579,773",40.9%,"$204,500,000",59.1%,1995,"$2,689,714",G,0,"Adventure
    
        Animation
    
        Drama
    
        Family
    
        Musical
    
        Romance",Walt Disney Studios Motion Pictures,Mike Gabriel,Mel Gibson,Linda Hunt,https://pro.imdb.com/title/tt0114148
0170016,/title/tt0170016/?ref_=bo_cso_table_6,407,How the Grinch Stole Christmas,"$345,141,403","$260,044,825",75.3%,"$85,096,578",24.7%,2000,"$55,082,330",PG,5,"Comedy
    
        Family
    
        Fantasy",Universal Pictures,Ron Howard,Jim Carrey,Taylor Momsen,https://pro.imdb.com/title/tt0170016
2660888,/title/tt2660888/?ref_=bo_cso_table_7,408,Star Trek Beyond,"$343,471,816","$158,848,340",46.2%,"$184,623,476",53.8%,2016,"$59,253,211",PG-13,54,"Action
    
        Adventure
    
        Sci-Fi
    
        Thriller",Paramount Pictures,Justin Lin,Chris Pine,Zachary Quinto,https://pro.imdb.com/title/tt2660888
1615918,/title/tt1615918/?ref_=bo_cso_table_8,409,Alvin and the Chipmunks: Chipwrecked,"$342,695,435","$133,110,742",38.8%,"$209,584,693",61.2%,2011,"$23,244,744",G,47,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Musical",Twentieth Century Fox,Mike Mitchell,Justin Long,Matthew Gray Gubler,https://pro.imdb.com/title/tt1615918
0493464,/title/tt0493464/?ref_=bo_cso_table_9,410,Wanted,"$342,463,063","$134,508,551",39.3%,"$207,954,512",60.7%,2008,"$50,927,085",R,69,"Action
    
        Crime
    
        Thriller",Universal Pictures,Timur Bekmambetov,Angelina Jolie,James McAvoy,https://pro.imdb.com/title/tt0493464
0109813,/title/tt0109813/?ref_=bo_cso_table_10,411,The Flintstones,"$341,631,208","$130,531,208",38.2%,"$211,100,000",61.8%,1994,"$29,688,730",PG,5,"Comedy
    
        Family
    
        Fantasy",Universal Pictures,Brian Levant,John Goodman,Rick Moranis,https://pro.imdb.com/title/tt0109813
6644200,/title/tt6644200/?ref_=bo_cso_table_11,412,A Quiet Place,"$340,949,169","$188,024,361",55.2%,"$152,924,808",44.8%,2018,"$50,203,562",PG-13,57,"Drama
    
        Horror
    
        Sci-Fi",Paramount Pictures,John Krasinski,Emily Blunt,John Krasinski,https://pro.imdb.com/title/tt6644200
0461770,/title/tt0461770/?ref_=bo_cso_table_12,413,Enchanted,"$340,487,652","$127,807,262",37.5%,"$212,680,390",62.5%,2007,"$34,440,317",PG,61,"Animation
    
        Comedy
    
        Family
    
        Fantasy
    
        Musical
    
        Romance",Walt Disney Studios Motion Pictures,Kevin Lima,Amy Adams,Susan Sarandon,https://pro.imdb.com/title/tt0461770
0327084,/title/tt0327084/?ref_=bo_cso_table_13,414,Over the Hedge,"$339,795,890","$155,019,340",45.6%,"$184,776,550",54.4%,2006,"$38,457,003",PG,63,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy",DreamWorks,Tim Johnson,Bruce Willis,Garry Shandling,https://pro.imdb.com/title/tt0327084
1253863,/title/tt1253863/?ref_=bo_cso_table_14,415,300: Rise of an Empire,"$337,580,051","$106,580,051",31.6%,"$231,000,000",68.4%,2014,"$45,038,460",R,53,"Action
    
        Drama",Warner Bros.,Noam Murro,Sullivan Stapleton,Eva Green,https://pro.imdb.com/title/tt1253863
0112462,/title/tt0112462/?ref_=bo_cso_table_15,416,Batman Forever,"$336,567,531","$184,069,126",54.7%,"$152,498,405",45.3%,1995,"$52,784,433",PG-13,Do,"Action
    
        Adventure",Warner Bros.,Joel Schumacher,Val Kilmer,Tommy Lee Jones,https://pro.imdb.com/title/tt0112462
0473075,/title/tt0473075/?ref_=bo_cso_table_16,417,Prince of Persia: The Sands of Time,"$336,365,676","$90,759,676",27%,"$245,606,000",73%,2009,"$30,095,259",PG-13,59,"Action
    
        Adventure
    
        Fantasy",Walt Disney Studios Motion Pictures,Mike Newell,Jake Gyllenhaal,Gemma Arterton,https://pro.imdb.com/title/tt0473075
0096874,/title/tt0096874/?ref_=bo_cso_table_17,418,Back to the Future Part II,"$335,973,020","$119,000,002",35.4%,"$216,973,018",64.6%,1989,"$27,835,125",,AP,"Adventure
    
        Comedy
    
        Sci-Fi",Universal Pictures,Robert Zemeckis,Michael J. Fox,Christopher Lloyd,https://pro.imdb.com/title/tt0096874
0421715,/title/tt0421715/?ref_=bo_cso_table_18,419,The Curious Case of Benjamin Button,"$335,802,786","$127,509,326",38%,"$208,293,460",62%,2008,"$26,853,816",PG-13,62,"Drama
    
        Fantasy
    
        Romance",Paramount Pictures,David Fincher,Brad Pitt,Cate Blanchett,https://pro.imdb.com/title/tt0421715
1397514,/title/tt1397514/?ref_=bo_cso_table_19,420,Journey 2: The Mysterious Island,"$335,260,290","$103,860,290",31%,"$231,400,000",69%,2012,"$27,335,363",PG,53,"Action
    
        Adventure
    
        Family
    
        Fantasy
    
        Sci-Fi",Warner Bros.,Brad Peyton,Josh Hutcherson,Dwayne Johnson,https://pro.imdb.com/title/tt1397514
0117500,/title/tt0117500/?ref_=bo_cso_table_20,421,The Rock,"$335,062,621","$134,069,511",40%,"$200,993,110",60%,1996,"$25,069,525",R,0,"Action
    
        Adventure
    
        Thriller",Walt Disney Studios Motion Pictures,Michael Bay,Sean Connery,Nicolas Cage,https://pro.imdb.com/title/tt0117500
2034800,/title/tt2034800/?ref_=bo_cso_table_21,422,The Great Wall,"$334,933,831","$45,540,830",13.6%,"$289,393,001",86.4%,2016,"$18,469,620",PG-13,64,"Action
    
        Adventure
    
        Fantasy
    
        Thriller",Universal Pictures,Yimou Zhang,Matt Damon,Tian Jing,https://pro.imdb.com/title/tt2034800
3110958,/title/tt3110958/?ref_=bo_cso_table_22,423,Now You See Me 2,"$334,897,606","$65,075,540",19.4%,"$269,822,066",80.6%,2016,"$22,383,146",PG-13,67,"Action
    
        Adventure
    
        Comedy
    
        Crime
    
        Mystery
    
        Thriller",Lionsgate,Jon M. Chu,Jesse Eisenberg,Mark Ruffalo,https://pro.imdb.com/title/tt3110958
0120667,/title/tt0120667/?ref_=bo_cso_table_23,425,Fantastic Four,"$333,535,934","$154,696,080",46.4%,"$178,839,854",53.6%,2005,"$56,061,504",PG-13,65,"Action
    
        Adventure
    
        Fantasy
    
        Sci-Fi",Twentieth Century Fox,Tim Story,Ioan Gruffudd,Michael Chiklis,https://pro.imdb.com/title/tt0120667
0087469,/title/tt0087469/?ref_=bo_cso_table_24,426,Indiana Jones and the Temple of Doom,"$333,107,271","$179,870,271",54%,"$153,237,000",46%,1984,"$25,337,110",,0,"Action
    
        Adventure",Paramount Pictures,Steven Spielberg,Harrison Ford,Kate Capshaw,https://pro.imdb.com/title/tt0087469
0120347,/title/tt0120347/?ref_=bo_cso_table_25,427,Tomorrow Never Dies,"$333,011,068","$125,304,276",37.6%,"$207,706,792",62.4%,1997,"$25,143,007",PG-13,0,"Action
    
        Adventure
    
        Thriller",Metro-Goldwyn-Mayer (MGM),Roger Spottiswoode,Pierce Brosnan,Jonathan Pryce,https://pro.imdb.com/title/tt0120347
1979388,/title/tt1979388/?ref_=bo_cso_table_26,428,The Good Dinosaur,"$332,207,671","$123,087,120",37%,"$209,120,551",63%,2015,"$39,155,217",PG,58,"Adventure
    
        Animation
    
        Comedy
    
        Drama
    
        Family
    
        Fantasy",Walt Disney Studios Motion Pictures,Peter Sohn,Jeffrey Wright,Frances McDormand,https://pro.imdb.com/title/tt1979388
2294449,/title/tt2294449/?ref_=bo_cso_table_27,429,22 Jump Street,"$331,333,876","$191,719,337",57.9%,"$139,614,539",42.1%,2014,"$57,071,445",R,50,"Action
    
        Comedy
    
        Crime",Sony Pictures Entertainment (SPE),Phil Lord,Channing Tatum,Jonah Hill,https://pro.imdb.com/title/tt2294449
0212338,/title/tt0212338/?ref_=bo_cso_table_28,430,Meet the Parents,"$330,444,045","$166,244,045",50.3%,"$164,200,000",49.7%,2000,"$28,623,300",PG-13,8,"Comedy
    
        Romance",Universal Pictures,Jay Roach,Ben Stiller,Robert De Niro,https://pro.imdb.com/title/tt0212338
0096438,/title/tt0096438/?ref_=bo_cso_table_29,431,Who Framed Roger Rabbit,"$329,803,958","$156,452,370",47.4%,"$173,351,588",52.6%,1988,"$11,226,239",,4,"Adventure
    
        Animation
    
        Comedy
    
        Crime
    
        Family
    
        Fantasy
    
        Mystery",Walt Disney Studios Motion Pictures,Robert Zemeckis,Bob Hoskins,Christopher Lloyd,https://pro.imdb.com/title/tt0096438
0947798,/title/tt0947798/?ref_=bo_cso_table_30,432,Black Swan,"$329,398,046","$106,954,678",32.5%,"$222,443,368",67.5%,2010,"$1,443,809",R,56,"Drama
    
        Thriller",Fox Searchlight Pictures,Darren Aronofsky,Natalie Portman,Mila Kunis,https://pro.imdb.com/title/tt0947798
0177971,/title/tt0177971/?ref_=bo_cso_table_31,433,The Perfect Storm,"$328,718,434","$182,618,434",55.6%,"$146,100,000",44.4%,2000,"$41,325,042",PG-13,0,"Action
    
        Adventure
    
        Drama
    
        Thriller",Warner Bros.,Wolfgang Petersen,George Clooney,Mark Wahlberg,https://pro.imdb.com/title/tt0177971
0090555,/title/tt0090555/?ref_=bo_cso_table_32,434,Crocodile Dundee,"$328,203,506","$174,803,506",53.3%,"$153,400,000",46.7%,1986,"$8,038,855",,0,"Action
    
        Adventure
    
        Comedy",Paramount Pictures,Peter Faiman,Paul Hogan,Linda Kozlowski,https://pro.imdb.com/title/tt0090555
0114369,/title/tt0114369/?ref_=bo_cso_table_33,436,Se7en,"$327,333,559","$100,125,643",30.6%,"$227,207,916",69.4%,1995,"$13,949,807",R,54,"Crime
    
        Drama
    
        Mystery
    
        Thriller",New Line Cinema,David Fincher,Morgan Freeman,Brad Pitt,https://pro.imdb.com/title/tt0114369
6146586,/title/tt6146586/?ref_=bo_cso_table_34,437,John Wick: Chapter 3 - Parabellum,"$326,709,727","$171,015,687",52.3%,"$155,694,040",47.7%,2019,"$56,818,067",R,75,"Action
    
        Crime
    
        Thriller",Lionsgate,Chad Stahelski,Keanu Reeves,Halle Berry,https://pro.imdb.com/title/tt6146586
0458352,/title/tt0458352/?ref_=bo_cso_table_35,438,The Devil Wears Prada,"$326,705,902","$124,740,460",38.2%,"$201,965,442",61.8%,2006,"$27,537,244",PG-13,72,"Comedy
    
        Drama",Twentieth Century Fox,David Frankel,Anne Hathaway,Meryl Streep,https://pro.imdb.com/title/tt0458352
2446042,/title/tt2446042/?ref_=bo_cso_table_36,439,Taken 3,"$326,479,141","$89,256,424",27.3%,"$237,222,717",72.7%,2015,"$39,201,657",PG-13,56,"Action
    
        Thriller",Twentieth Century Fox,Olivier Megaton,Liam Neeson,Forest Whitaker,https://pro.imdb.com/title/tt2446042
0116583,/title/tt0116583/?ref_=bo_cso_table_37,440,The Hunchback of Notre Dame,"$325,338,851","$100,138,851",30.8%,"$225,200,000",69.2%,1996,"$21,037,414",,0,"Animation
    
        Drama
    
        Family
    
        Musical
    
        Romance",Walt Disney Studios Motion Pictures,Gary Trousdale,Demi Moore,Jason Alexander,https://pro.imdb.com/title/tt0116583
1067106,/title/tt1067106/?ref_=bo_cso_table_38,441,A Christmas Carol,"$325,286,646","$137,855,863",42.4%,"$187,430,783",57.6%,2009,"$30,051,075",PG,59,"Animation
    
        Drama
    
        Family
    
        Fantasy",Walt Disney Studios Motion Pictures,Robert Zemeckis,Jim Carrey,Gary Oldman,https://pro.imdb.com/title/tt1067106
2279373,/title/tt2279373/?ref_=bo_cso_table_39,442,The SpongeBob Movie: Sponge Out of Water,"$325,186,032","$162,994,032",50.1%,"$162,192,000",49.9%,2015,"$55,365,012",PG,59,"Action
    
        Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy
    
        Sci-Fi",Paramount Pictures,Paul Tibbitt,Tom Kenny,Antonio Banderas,https://pro.imdb.com/title/tt2279373
0108052,/title/tt0108052/?ref_=bo_cso_table_40,443,Schindler's List,"$322,287,794","$96,898,818",30.1%,"$225,388,976",69.9%,1993,"$656,636",R,48,"Biography
    
        Drama
    
        History",Universal Pictures,Steven Spielberg,Liam Neeson,Ralph Fiennes,https://pro.imdb.com/title/tt0108052
1001526,/title/tt1001526/?ref_=bo_cso_table_41,444,Megamind,"$321,885,765","$148,415,853",46.1%,"$173,469,912",53.9%,2010,"$46,016,833",PG,57,"Action
    
        Animation
    
        Comedy
    
        Family
    
        Sci-Fi",DreamWorks,Tom McGrath,Will Ferrell,Jonah Hill,https://pro.imdb.com/title/tt1001526
6966692,/title/tt6966692/?ref_=bo_cso_table_42,445,Green Book,"$321,752,656","$85,080,171",26.4%,"$236,672,485",73.6%,2018,"$320,429",PG-13,71,"Biography
    
        Comedy
    
        Drama
    
        Music",Universal Pictures,Peter Farrelly,Viggo Mortensen,Mahershala Ali,https://pro.imdb.com/title/tt6966692
0104714,/title/tt0104714/?ref_=bo_cso_table_43,446,Lethal Weapon 3,"$321,731,527","$144,731,527",45%,"$177,000,000",55%,1992,"$33,243,086",R,0,"Action
    
        Crime
    
        Thriller",Warner Bros.,Richard Donner,Mel Gibson,Danny Glover,https://pro.imdb.com/title/tt0104714
1142988,/title/tt1142988/?ref_=bo_cso_table_44,447,The Ugly Truth,"$321,682,600","$88,915,214",27.6%,"$232,767,386",72.4%,2009,"$27,605,576",R,76,"Comedy
    
        Romance",Sony Pictures Entertainment (SPE),Robert Luketic,Katherine Heigl,Gerard Butler,https://pro.imdb.com/title/tt1142988
0955308,/title/tt0955308/?ref_=bo_cso_table_45,448,Robin Hood,"$321,669,741","$105,269,730",32.7%,"$216,400,011",67.3%,2010,"$36,063,385",PG-13,59,"Action
    
        Adventure
    
        Drama
    
        History",Universal Pictures,Ridley Scott,Russell Crowe,Cate Blanchett,https://pro.imdb.com/title/tt0955308
0361748,/title/tt0361748/?ref_=bo_cso_table_46,449,Inglourious Basterds,"$321,455,689","$120,540,719",37.5%,"$200,914,970",62.5%,2009,"$38,054,676",R,61,"Adventure
    
        Drama
    
        War",The Weinstein Company,Quentin Tarantino,Brad Pitt,Diane Kruger,https://pro.imdb.com/title/tt0361748
0115433,/title/tt0115433/?ref_=bo_cso_table_47,450,101 Dalmatians,"$320,689,294","$136,189,294",42.5%,"$184,500,000",57.5%,1996,"$33,504,025",,0,"Adventure
    
        Comedy
    
        Crime
    
        Family",Walt Disney Studios Motion Pictures,Stephen Herek,Glenn Close,Jeff Daniels,https://pro.imdb.com/title/tt0115433
3065204,/title/tt3065204/?ref_=bo_cso_table_48,451,The Conjuring 2,"$320,392,818","$102,470,008",32%,"$217,922,810",68%,2016,"$40,406,314",R,41,"Horror
    
        Mystery
    
        Thriller",Warner Bros.,James Wan,Vera Farmiga,Patrick Wilson,https://pro.imdb.com/title/tt3065204
0093010,/title/tt0093010/?ref_=bo_cso_table_49,452,Fatal Attraction,"$320,145,693","$156,645,693",48.9%,"$163,500,000",51.1%,1987,"$7,602,740",,42,"Drama
    
        Thriller",Paramount Pictures,Adrian Lyne,Michael Douglas,Glenn Close,https://pro.imdb.com/title/tt0093010
0938283,/title/tt0938283/?ref_=bo_cso_table_50,453,The Last Airbender,"$319,713,881","$131,772,187",41.2%,"$187,941,694",58.8%,2010,"$40,325,019",PG,60,"Action
    
        Adventure
    
        Family
    
        Fantasy",Paramount Pictures,M. Night Shyamalan,Noah Ringer,Nicola Peltz,https://pro.imdb.com/title/tt0938283
1457767,/title/tt1457767/?ref_=bo_cso_table_51,454,The Conjuring,"$319,501,756","$137,400,141",43%,"$182,101,615",57%,2013,"$41,855,326",R,53,"Horror
    
        Mystery
    
        Thriller",Warner Bros.,James Wan,Patrick Wilson,Vera Farmiga,https://pro.imdb.com/title/tt1457767
1041829,/title/tt1041829/?ref_=bo_cso_table_52,455,The Proposal,"$317,375,031","$163,958,031",51.7%,"$153,417,000",48.3%,2009,"$33,627,598",PG-13,61,"Comedy
    
        Drama
    
        Romance",Walt Disney Studios Motion Pictures,Anne Fletcher,Sandra Bullock,Ryan Reynolds,https://pro.imdb.com/title/tt1041829
0268978,/title/tt0268978/?ref_=bo_cso_table_53,456,A Beautiful Mind,"$316,791,257","$170,742,341",53.9%,"$146,048,916",46.1%,2001,"$367,151",PG-13,23,"Biography
    
        Drama",Universal Pictures,Ron Howard,Russell Crowe,Ed Harris,https://pro.imdb.com/title/tt0268978
0086960,/title/tt0086960/?ref_=bo_cso_table_54,457,Beverly Hills Cop,"$316,360,478","$234,760,478",74.2%,"$81,600,000",25.8%,1984,"$15,214,805",,41,"Action
    
        Comedy
    
        Crime
    
        Thriller",Paramount Pictures,Martin Brest,Eddie Murphy,Judge Reinhold,https://pro.imdb.com/title/tt0086960
0118571,/title/tt0118571/?ref_=bo_cso_table_55,458,Air Force One,"$315,156,409","$172,956,409",54.9%,"$142,200,000",45.1%,1997,"$37,132,505",R,0,"Action
    
        Drama
    
        Thriller",Sony Pictures Entertainment (SPE),Wolfgang Petersen,Harrison Ford,Gary Oldman,https://pro.imdb.com/title/tt0118571
1764651,/title/tt1764651/?ref_=bo_cso_table_56,459,The Expendables 2,"$314,975,955","$85,028,192",27%,"$229,947,763",73%,2012,"$28,591,370",R,48,"Action
    
        Adventure
    
        Thriller",Lionsgate,Simon West,Sylvester Stallone,Liam Hemsworth,https://pro.imdb.com/title/tt1764651
0371606,/title/tt0371606/?ref_=bo_cso_table_57,460,Chicken Little,"$314,432,837","$135,386,665",43.1%,"$179,046,172",56.9%,2005,"$40,049,778",G,38,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy
    
        Sci-Fi",Walt Disney Studios Motion Pictures,Mark Dindal,Zach Braff,Joan Cusack,https://pro.imdb.com/title/tt0371606
0119822,/title/tt0119822/?ref_=bo_cso_table_58,461,As Good as It Gets,"$314,178,011","$148,478,011",47.3%,"$165,700,000",52.7%,1997,"$12,606,928",PG-13,0,"Comedy
    
        Drama
    
        Romance",Sony Pictures Entertainment (SPE),James L. Brooks,Jack Nicholson,Helen Hunt,https://pro.imdb.com/title/tt0119822
0338348,/title/tt0338348/?ref_=bo_cso_table_59,462,The Polar Express,"$313,500,433","$187,224,490",59.7%,"$126,275,943",40.3%,2004,"$23,323,463",,42,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy
    
        Musical",Warner Bros.,Robert Zemeckis,Tom Hanks,Chris Coppola,https://pro.imdb.com/title/tt0338348
4046784,/title/tt4046784/?ref_=bo_cso_table_60,463,Maze Runner: The Scorch Trials,"$312,296,056","$81,697,192",26.2%,"$230,598,864",73.8%,2015,"$30,316,510",PG-13,79,"Action
    
        Adventure
    
        Sci-Fi
    
        Thriller",Twentieth Century Fox,Wes Ball,Dylan O'Brien,Kaya Scodelario,https://pro.imdb.com/title/tt4046784
2592614,/title/tt2592614/?ref_=bo_cso_table_61,464,Resident Evil: The Final Chapter,"$312,242,626","$26,830,068",8.6%,"$285,412,558",91.4%,2016,"$13,601,682",R,58,"Action
    
        Horror
    
        Sci-Fi",Screen Gems,Paul W.S. Anderson,Milla Jovovich,Iain Glen,https://pro.imdb.com/title/tt2592614
0145660,/title/tt0145660/?ref_=bo_cso_table_62,465,Austin Powers: The Spy Who Shagged Me,"$312,016,928","$206,040,086",66%,"$105,976,842",34%,1999,"$17,981,900",PG-13,51,"Action
    
        Adventure
    
        Comedy
    
        Crime",New Line Cinema,Jay Roach,Mike Myers,Heather Graham,https://pro.imdb.com/title/tt0145660
4116284,/title/tt4116284/?ref_=bo_cso_table_63,466,The Lego Batman Movie,"$311,950,384","$175,750,384",56.3%,"$136,200,000",43.7%,2017,"$53,003,468",PG,41,"Action
    
        Animation
    
        Comedy
    
        Family",Warner Bros.,Chris McKay,Will Arnett,Michael Cera,https://pro.imdb.com/title/tt4116284
0496806,/title/tt0496806/?ref_=bo_cso_table_64,467,Ocean's Thirteen,"$311,312,624","$117,154,724",37.6%,"$194,157,900",62.4%,2007,"$36,133,403",PG-13,61,"Action
    
        Crime
    
        Thriller",Warner Bros.,Steven Soderbergh,George Clooney,Brad Pitt,https://pro.imdb.com/title/tt0496806
0970866,/title/tt0970866/?ref_=bo_cso_table_65,468,Little Fockers,"$310,650,585","$148,438,600",47.8%,"$162,211,985",52.2%,2010,"$30,833,665",PG-13,57,"Comedy
    
        Romance",Universal Pictures,Paul Weitz,Ben Stiller,Teri Polo,https://pro.imdb.com/title/tt0970866
0397892,/title/tt0397892/?ref_=bo_cso_table_66,469,Bolt,"$309,979,994","$114,053,579",36.8%,"$195,926,415",63.2%,2008,"$26,223,128",PG,62,"Adventure
    
        Animation
    
        Comedy
    
        Drama
    
        Family",Walt Disney Studios Motion Pictures,Byron Howard,John Travolta,Miley Cyrus,https://pro.imdb.com/title/tt0397892
0117438,/title/tt0117438/?ref_=bo_cso_table_67,470,Ransom,"$309,492,681","$136,492,681",44.1%,"$173,000,000",55.9%,1996,"$34,216,088",R,0,"Action
    
        Crime
    
        Thriller",Walt Disney Studios Motion Pictures,Ron Howard,Mel Gibson,Gary Sinise,https://pro.imdb.com/title/tt0117438
0163187,/title/tt0163187/?ref_=bo_cso_table_68,471,Runaway Bride,"$309,460,292","$152,257,509",49.2%,"$157,202,783",50.8%,1999,"$35,055,556",PG,1,"Comedy
    
        Romance",Paramount Pictures,Garry Marshall,Julia Roberts,Richard Gere,https://pro.imdb.com/title/tt0163187
8946378,/title/tt8946378/?ref_=bo_cso_table_69,472,Knives Out,"$309,232,797","$165,363,234",53.5%,"$143,869,563",46.5%,2019,"$26,769,548",PG-13,77,"Comedy
    
        Crime
    
        Drama
    
        Mystery
    
        Thriller",Lionsgate,Rian Johnson,Daniel Craig,Chris Evans,https://pro.imdb.com/title/tt8946378
0878804,/title/tt0878804/?ref_=bo_cso_table_70,473,The Blind Side,"$309,208,309","$255,959,475",82.8%,"$53,248,834",17.2%,2009,"$34,119,372",PG-13,33,"Biography
    
        Drama
    
        Sport",Warner Bros.,John Lee Hancock,Quinton Aaron,Sandra Bullock,https://pro.imdb.com/title/tt0878804
7830888,/title/tt7830888/?ref_=bo_cso_table_71,474,The Ex-File 3: The Return of The Exes,"$307,592,427","$838,959",0.3%,"$306,753,468",99.7%,2017,"$125,291",,3,"Comedy
    
        Romance",China Lion Film Distribution,Yu-sheng Tian,Geng Han,Ryan Zheng,https://pro.imdb.com/title/tt7830888
2582846,/title/tt2582846/?ref_=bo_cso_table_72,475,The Fault in Our Stars,"$307,166,834","$124,872,350",40.6%,"$182,294,484",59.4%,2014,"$48,002,523",PG-13,52,"Drama
    
        Romance",Twentieth Century Fox,Josh Boone,Shailene Woodley,Ansel Elgort,https://pro.imdb.com/title/tt2582846
